"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"Vedomosti.ru","""Недельная инфляция в России замедлилась до 0,04%""","Ведомости","2025-12-03T19:31:09","https://www.vedomosti.ru/economics/news/2025/12/03/1160338-nedelnaya-inflyatsiya-zamedlilas","https://cdn.vdmsti.ru/image/2025/9d/15rjj5/normal-1i4n.png","Экономика / Макроэкономика и бюджет","Politics","1"
"Lenta.ru","""С чем носить женские брюки в 2026 году? Трендовые сочетания, советы стилистов""","Гала Гладкова","2025-12-12T18:14:31","https://lenta.ru/articles/2025/12/12/s-chem-nosit-zhenskie-bryuki-v-2026-godu/","https://icdn.lenta.ru/images/2025/12/05/13/20251205132928931/pic_c27706739ff6f2fbbd2309b702ed106b.jpg","Ценности","Society","1"
"Vedomosti.ru","Экспортные цены на российский уголь в ноябре выросли до годовых максимумов","Василий Милькин","2025-12-08T00:25:07","https://www.vedomosti.ru/business/articles/2025/12/08/1161232-eksportnie-tseni-na-rossiiskii-ugol-virosli","https://cdn.vdmsti.ru/image/2025/9i/77ke/normal-9c.jpg","Бизнес / ТЭК","Politics","1"
"RT","185 years of Tchaikovsky: Honoring the composer who gave the world its most iconic ballets","RT","2025-05-07T16:24:11","https://www.rt.com/pop-culture/616964-185-years-of-pyotr-ilyich-tchaikovsky/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.05/thumbnail/681b871a2030274e1950038e.png","Поп-культура","Science and tech","1"
"Gazeta.ru","""Госдеп сообщил о скорой отставке замгоссекретаря США Нуланд, ее пост займет Басс""","Ева Вишневская","2024-03-05T20:48:31","http://www.gazeta.ru/politics/2024/03/05/18377485.shtml","http://img.gazeta.ru/files3/761/18377761/RIA_6670584-pic905-895x505-54527.jpg","Политика","Politics","1"
"Vedomosti.ru","Трамп и Венесуэла","Роман Романов","2025-10-30T00:24:35","https://www.vedomosti.ru/opinion/columns/2025/10/30/1150955-tramp-i-venesuela","https://cdn.vdmsti.ru/image/2025/8e/1efm1d/normal-1td2.jpg","Мнения","Politics","1"
"Lenta.ru","Еще в одном регионе России приняли закон об абортах","Елена Торубарова","2025-12-23T15:30:00","https://lenta.ru/news/2025/12/23/esche-v-odnom-regione-rossii-prinyali-zakon-ob-abortah/","https://icdn.lenta.ru/images/2025/12/23/15/20251223153125828/pic_39387e8dacb0b5016806dfe53f274201.jpg","Россия","Politics","3"
"RT","Two US mercenaries killed fighting for Ukraine – Newsweek","RT","2025-12-23T11:23:36","https://www.rt.com/news/629916-ukraine-americans-mercenaries-killed/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a73f920302726647d63ed.jpg","Новости","Politics","3"
"Vedomosti.ru","Председательство в ЕАЭС переходит к Казахстану","Ведомости","2025-12-21T18:50:14","https://www.vedomosti.ru/politics/news/2025/12/21/1165110-predsedatelstvo-perehodit","https://cdn.vdmsti.ru/image/2025/9v/158j0l/normal-1hfz.jpg","Политика / Международные отношения","Politics","2"
"Vedomosti.ru","«Борис Кустодиев»: красавицы-купчихи и не только","Анна Нехаева","2025-05-07T00:09:40","https://www.vedomosti.ru/opinion/columns/2025/05/07/1108751-boris-kustodiev-krasavitsi-kupchihi-i-ne-tolko","https://cdn.vdmsti.ru/image/2025/3i/1ey84w/normal-1u16.jpg","Мнения","Unknown","1"
"Vedomosti.ru","Трудовая мобильность в России резко упала","""Мария Подцероб, Антон Осипов""","2024-04-25T23:49:23","https://www.vedomosti.ru/management/articles/2024/04/26/1034267-trudovaya-mobilnost-v-rossii-rezko-upala","https://cdn.vdmsti.ru/image/2024/38/1f1pd5/normal-1u5n.jpg","Менеджмент / Рынок труда","Politics","1"
"Vedomosti.ru","«Роскосмос» анонсировал готовность Байконура к первому пуску зимой 2026 года","Ведомости","2025-12-16T08:45:51","https://www.vedomosti.ru/technology/news/2025/12/16/1163557-roskosmos-anonsiroval-gotovnost","https://cdn.vdmsti.ru/image/2025/9q/ij4a8/normal-o0l.jpg","Технологии","Science and tech","1"
"Vedomosti.ru","«Камаз» намерен увеличить выручку до 977 млрд рублей к 2036 году","Ведомости","2025-12-23T15:25:54","https://www.vedomosti.ru/business/news/2025/12/23/1165723-kamaz-nameren-uvelichit","https://cdn.vdmsti.ru/image/2025/9x/wlgsq/normal-168t.jpg","Бизнес / Транспорт","Economics","3"
"Vedomosti.ru","Путин расширил порядок прохождения военной службы на лиц без гражданства","Ведомости","2025-12-22T17:57:11","https://www.vedomosti.ru/politics/news/2025/12/22/1165435-putin-rasshiril-poryadok","https://cdn.vdmsti.ru/image/2025/9w/126gy5/normal-1dhb.jpg","Политика / Армия и спецслужбы","Politics","2"
"RT","EU rushing to bypass Orban on Russian assets plan – FT","RT","2025-12-10T15:32:41","https://www.rt.com/business/629268-eu-russian-assets-hungary-orban/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69397c952030270d2f15de37.jpg","Бизнес","Politics","1"
"RT","Algeria to criminalize French colonial rule","RT","2025-12-22T12:50:42","https://www.rt.com/africa/629879-algeria-seeks-criminalize-french-colonial-rule/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69493ca02030271f436edde4.jpg","","Unknown","2"
"Lenta.ru","Россиянам назвали способ помочь онкобольным получить бесплатную консультацию","Сергей Истомин","2025-12-23T15:56:00","https://lenta.ru/news/2025/12/23/rossiyanam-nazvali-sposob-pomoch-onkobolnym-poluchit-besplatnuyu-konsultatsiyu/","https://icdn.lenta.ru/images/2025/12/23/15/20251223154741087/pic_762e9e0545edd0f48aa3c8dc8bac80a2.jpg","Россия","Politics","3"
"Vedomosti.ru","Разрыв в оценке зарплат между мужчинами и женщинами сократился","Ксения Котченко","2025-04-01T02:35:19","https://www.vedomosti.ru/economics/articles/2025/04/01/1101485-razriv-v-otsenke-zarplat-mezhdu-muzhchinami-i-zhenschinami-sokratilsya","https://cdn.vdmsti.ru/image/2025/2j/5j8rk/normal-768.jpg","Экономика / Правила","Economics","1"
"Vedomosti.ru","«Радость земного притяжения»: такой разный Шагал","Александр Быковский","2025-12-12T00:03:00","https://www.vedomosti.ru/opinion/columns/2025/12/12/1162610-radost-zemnogo-prityazheniya-takoi-raznii-shagal","https://cdn.vdmsti.ru/image/2025/9l/1bb57z/normal-1pb9.jpg","Мнения","Unknown","1"
"RT","US issues ultimatum to Ukraine – Telegraph","RT","2025-12-16T12:50:56","https://www.rt.com/russia/629513-us-ukraine-guarantees-ultimatum/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6941556985f540544960b1c5.jpg","Россия","Politics","1"
"RT","UK exempts Russian oil giant’s subsidiaries from sanctions","RT","2025-10-22T16:14:34","https://www.rt.com/business/626826-uk-exempts-german-rosneft-sanctions/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.10/thumbnail/68f8eb7620302774a82dac90.jpg","Бизнес","Politics","1"
"RT","Germany to reach record deficit since reunification – Bundesbank","RT","2025-12-19T18:42:30","https://www.rt.com/news/629787-germany-budget-deficit-record/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69457a3f203027762659846b.jpg","Новости","Politics","1"
"Vedomosti.ru","Верховный суд признал неправомерным таможенное доначисление на ввоз автомобиля","Ведомости","2025-11-13T12:29:08","https://www.vedomosti.ru/society/news/2025/11/13/1154543-verhovnii-sud-priznal","https://cdn.vdmsti.ru/image/2025/8t/qimta/normal-yd7.jpg","Общество","Society","1"
"Lenta.ru","""Отдых на Эльбрусе в зимний сезон 2025-2026: горнолыжные курорты, трассы и цены""","Юлия Козинцева","2025-12-22T17:18:00","https://lenta.ru/articles/2025/12/22/otdyh-na-elbruse/","https://icdn.lenta.ru/images/2024/01/24/20/20240124200150600/pic_0ac24d9db6039435f92c29c4e265f6c9.jpg","Путешествия","Sport","2"
"Vedomosti.ru","Молодые россияне все чаще готовы к переезду ради работы","Мария Подцероб","2025-07-30T00:04:21","https://www.vedomosti.ru/management/articles/2025/07/30/1127876-molodie-rossiyane-vse-chasche-gotovi-k-pereezdu-radi-raboti","https://cdn.vdmsti.ru/image/2025/5u/1c0llj/normal-1q8c.png","Менеджмент / Рынок труда","Politics","1"
"Lenta.ru","""Новая игровая консоль Xbox от Microsoft: характеристики, мультиплатформенная экосистема, дата выхода""","Михаил Аксенов","2025-12-11T19:23:12","https://lenta.ru/articles/2025/12/11/novaya-igrovaya-konsol-xbox-ot-microsoft/","https://icdn.lenta.ru/images/2025/12/09/13/20251209130018898/pic_6c5cbc406a3c4e1e84866182d163c788.jpg","Наука и техника","Culture","1"
"Lenta.ru","Губернатор прокомментировал задержание угрожавшего взорвать банк мужчины в Белгороде","Алан Босиков","2025-12-22T13:26:00","https://lenta.ru/news/2025/12/22/gubernator-prokommentiroval-zaderzhanie-ugrozhavshego-vzorvat-bank-muzhchiny-v-belgorode/","https://icdn.lenta.ru/images/2025/12/22/13/20251222132230614/pic_d0f15f46389b7e5a033ce0e285a5085d.jpg","Россия","Politics","2"
"Vedomosti.ru","Более трети компаний отказались повышать зарплаты IT-специалистам","Анна Устинова","2024-09-20T00:24:09","https://www.vedomosti.ru/management/articles/2024/09/20/1063411-bolee-treti-kompanii-otkazalis-povishat-zarplati-it-spetsialistam","https://cdn.vdmsti.ru/image/2024/7b/1d2079/normal-1rkq.jpg","Менеджмент / Рынок труда","Science and tech","1"
"Vedomosti.ru","Банк России сохранил курс доллара на 29 ноября выше 78 рублей","Ведомости","2025-11-28T17:54:04","https://www.vedomosti.ru/finance/news/2025/11/28/1159165-sohranil-kurs","https://cdn.vdmsti.ru/image/2025/98/127jma/normal-1diq.jpg","Финансы / Банки","Politics","1"
"Vedomosti.ru","Nintendo потеряла $14 млрд на фоне ограничения поставок чипов памяти","Ведомости","2025-12-10T21:35:42","https://www.vedomosti.ru/technology/news/2025/12/10/1162250-nintendo-poteryala","https://cdn.vdmsti.ru/image/2025/9k/19p5sc/normal-1n84.png","Технологии / ИТ-бизнес","Politics","1"
"RT","Japanese companies in no rush to leave Russia – survey","RT","2025-11-25T14:19:36","https://www.rt.com/business/628377-japanese-companies-leave-russia/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/6925b55720302744380f69b8.jpg","Бизнес","Politics","1"
"Vedomosti.ru","Минпромторг выделит еще 10 млрд рублей на льготное автокредитование","Ведомости","2025-08-08T13:58:57","https://www.vedomosti.ru/auto/news/2025/08/08/1130308-minpromtorg-videlit","https://cdn.vdmsti.ru/image/2025/64/tq768/normal-12iz.jpg","Авто / Легковые автомобили","Economics","1"
"Vedomosti.ru","Сбербанк: дифференциация ставок по числу детей может снизить объемы выдач ипотеки","Ведомости","2025-11-26T12:39:10","https://www.vedomosti.ru/finance/news/2025/11/26/1158231-differentsiatsiya-stavok","https://cdn.vdmsti.ru/image/2025/96/qi0e3/normal-yce.jpg","Финансы / Банки","Economics","1"
"RG","Без труб и клубов дыма: В России разработана уникальная экологически чистая ТЭЦ","RG","2025-12-23T18:53:59","https://rg.ru/2025/12/23/ne-vyletit-v-trubu.html","","","Unknown","4"
"RG","В Южной Корее при падении с крыши здания погиб гражданин России","RG","2025-12-23T19:13:03","https://rg.ru/2025/12/23/v-iuzhnoj-koree-pri-padenii-s-kryshi-zdaniia-pogib-grazhdanin-rossii.html","","","Unknown","4"
"Lenta.ru","В сети — третий «Достать ножи» с Дэниелом Крэйгом и сборной звезд Голливуда. Почему его обязательно стоит увидеть?","Ярослав Забалуев","2025-12-13T00:01:04","https://lenta.ru/articles/2025/12/13/knivesout3/","https://icdn.lenta.ru/images/2025/12/12/13/20251212131013744/pic_ce98ee6392d42296a47923045a4d20aa.jpeg","Культура","Economics","1"
